"x1"	"x2"	"x3"	"z1"	"z2"	"z3"	"y"
"50"	0.692164226854795	0.864952059850718	0.189019220053322	3	3	2	4.72953853630466
"51"	0.126078753065272	0.430066563968006	0.558594468403263	3	3	2	2.55705248587092
"52"	0.402140087384823	0.81523717224115	0.577897470306467	3	1	2	4.15436960194006
"53"	0.173159349367689	0.14465018156571	0.91436101654602	3	1	2	2.44122395190662
"54"	0.310092796275484	0.0782996369065878	0.00390956977692743	3	1	2	0.155512835129046
"55"	0.814534093006112	0.160509402027216	0.860470140005036	3	3	1	2.36257176203177
"56"	0.0431398004667121	0.527559432209711	0.397128392091412	3	3	1	2.75119452200544
"57"	0.845251227605421	0.419698166764445	0.0599966892414945	3	3	1	2.89730183993511
"58"	0.495798975660431	0.380563508805439	0.226098614555128	1	1	2	2.7996581100142
"59"	0.672271277401941	0.45589761955974	0.0724030351956133	1	1	2	3.64203410182698
"60"	0.725509752295221	0.280109484047617	0.880659317126337	1	1	2	4.22620626371164
"61"	0.925402211649113	0.122586353644614	0.0906516973900804	3	2	1	2.10368707399301
"62"	0.941202106865491	0.973958790184424	0.362122967988713	3	2	1	4.80360325925688
"63"	0.342898388456461	0.700539993800591	0.306707178886382	3	2	1	3.14645393829929
"64"	0.932298945004327	0.731545701381509	0.547389506161167	2	2	3	4.66391765233208
"65"	0.802016368141559	0.440576524971007	0.625918477874272	2	2	3	4.09922817472945
"66"	0.147079160126547	0.854980625235188	0.343274560670748	2	2	3	3.30955939387117
"67"	0.290676304297292	0.801752190165981	0.350828412914488	1	2	2	3.57306045148157
"68"	0.282886594870231	0.176823794358858	0.314815307843763	1	2	2	1.3663305252839
"69"	0.89934293289071	0.135580352737488	0.428543525816942	1	2	2	2.07492149360206
"70"	0.186909041355973	0.0607672382151869	0.439557977290939	1	3	1	0.951677201914827
"71"	0.578819096723663	0.65972330942635	0.93049189582881	1	3	1	3.84127760748476
"72"	0.614174580121022	0.544671888422957	0.823272448582115	1	3	1	3.662335695474
"73"	0.876221695092771	0.00557338338874188	0.247907583682257	3	1	1	3.52842809477117
"74"	0.47875136751854	0.814021284048112	0.846181769961675	3	1	1	3.29039041464761
"75"	0.651145727183946	0.335740548774117	0.867489524085052	3	1	1	3.09268834812832
"76"	0.00335162164022525	0.241653561321904	0.283417956725361	3	2	2	1.23050505403502
"77"	0.382840892851905	0.296022821904769	0.725145070919951	3	2	2	3.581117924331
"78"	0.252730721441086	0.228713089876153	0.497836305170584	3	2	2	2.32669084566329
"79"	0.780128804808712	0.917381736254435	0.652782058570373	1	3	2	4.80951157071042
"80"	0.223346727641506	0.851201156927503	0.710301795753041	1	3	2	4.30296267832017
"81"	0.332490877038512	0.561073304634012	0.539682044992568	1	3	2	3.08951032683869
"82"	0.68852081050073	0.428830033679849	0.851305147722065	2	1	3	3.86906436472082
"83"	0.368583335463579	0.417867671261415	0.329917702933107	2	1	3	2.39759675521863
"84"	0.234918737801275	0.801999617917003	0.5445452099666	2	1	3	3.10289373735772
"85"	0.104154761895008	0.605339884013512	0.101542967475123	2	3	1	2.52721387471952
"86"	0.470349892203547	0.265403957238398	0.596169830069958	2	3	1	2.28698754040199
"87"	0.305370457108236	0.922763005988442	0.36244797559432	2	3	1	4.29304037375396
"88"	0.325011133837203	0.531273156257898	0.0574850316912534	2	3	2	2.80460268755202
"89"	0.143758695092581	0.75365512330016	0.142245984524144	2	3	2	3.23023442894069
"90"	0.482497173252251	0.894679235076003	0.99163139334098	2	3	2	6.33843698467232
"91"	0.533380445693677	0.215561157828312	0.610763102583012	1	3	3	2.63048605684624
"92"	0.175481097545636	0.244744325407355	0.540944710563592	1	3	3	1.35501513276081
"93"	0.425201521809845	0.201651541691526	0.452185313938829	1	3	3	2.11101980586346
"94"	0.308889773915763	0.804978937428031	0.890136510530418	2	1	2	4.17237884943482
"95"	0.900680219303288	0.332269700939687	0.268630637399231	2	1	2	3.96354496188256
"96"	0.385707488200156	0.854717972794732	0.620097390094335	2	1	2	3.71341240780687
"97"	0.990056025194878	0.0947682219413741	0.967257212689376	3	3	3	1.70472544481191
"98"	0.593614944535664	0.732491617944712	0.479076362232229	3	3	3	4.70085199649411
"99"	0.347135142190382	0.15238049072156	0.318367379838256	3	3	3	1.51160523483278
"100"	0.544217753402291	0.0726507886307153	0.0643137255511074	3	1	3	0.917714942226229
"101"	0.851394722439395	0.363970559420938	0.467822333481623	3	1	3	4.7545707316485
"102"	0.335901993404453	0.146920760231162	0.194105513822172	3	1	3	1.02836121400157
"103"	0.495625126270439	0.480233179830751	0.162987746896199	3	2	3	1.75846481706819
"104"	0.416890946990109	0.339981682638833	0.433744931173867	3	2	3	2.51047481985298
"105"	0.863273809189667	0.99094462196952	0.74191669145898	3	2	3	4.97943563248096
"106"	0.798515467045047	0.390278977396565	0.375060029828024	2	1	1	4.497350124427
"107"	0.968533002225291	0.318901452879755	0.565760685556373	2	1	1	5.25645071886044
"108"	0.83520924475297	0.976123134266401	0.4008585685019	2	1	1	5.66840275562572
"109"	0.90566476498857	0.174719107156206	0.500413559518042	2	2	1	3.39721968666697
"110"	0.980589036162897	0.675637206674933	0.771345188272082	2	2	1	5.2355737035252
"111"	0.00513530088542604	0.74078486822718	0.415861801365045	2	2	1	3.21283525638496
"112"	0.885699072757874	0.851726871225293	0.526066368118067	2	3	3	5.67381995337392
"113"	0.732252857984147	0.169258129892204	0.349021756719729	2	3	3	2.70815744872314
"114"	0.130182269699067	0.547277360614159	0.912214831414598	2	3	3	2.74307378411537
"115"	0.753827476641163	0.966782632605805	0.665854474730836	1	2	1	4.61038106386248
"116"	0.293201988476708	0.228124304999379	0.592407938322903	1	2	1	2.25304176355038
"117"	0.592556907712011	0.121861762223466	0.794515768666809	1	2	1	3.27470511664557
"118"	0.283511486042429	0.189702573583036	0.24725202173512	2	2	2	1.11933921306901
"119"	0.264137827058288	0.517751984338472	0.506363424909428	2	2	2	2.97264829826678
"120"	0.770758942729667	0.938366696514465	0.739038621932038	2	2	2	4.11836044686479
"121"	0.258684070665895	0.255545274949529	0.272436407567174	1	1	3	1.37676367530581
"122"	0.559312498357929	0.559192734747481	0.132732777807425	1	1	3	3.51861668140401
"123"	0.50951889877633	0.00342757225519529	0.231290486641228	1	1	3	2.15874022417368
"124"	0.671755516401458	0.708391716493938	0.574732670086195	1	2	3	4.33010150377352
"125"	0.715927695053526	0.592293971183675	0.983668208915602	1	2	3	4.28579587257985
"126"	0.958104365289694	0.526654300394893	0.706210788267515	1	2	3	4.10933730763169
"127"	0.783375745440868	0.37377628893304	0.85921988149323	1	1	1	3.91964010833686
"128"	0.620912864772649	0.277049117100735	0.674824495644619	1	1	1	3.2483294962105
"129"	0.0327505537073047	0.0748059305816567	0.0112812879960984	1	1	1	0.122842050113865
"130"	0.197581488173455	0.691602025474249	0.632882257897614	3	3	2	3.92034030513719
"131"	0.647556199726683	0.0172138919616923	0.0482516458206293	3	3	2	1.04857351862171
"132"	0.803680460813835	0.0994473492444987	0.831788089436789	3	3	2	2.40060815345948
"133"	0.0413131854887822	0.92791801865822	0.424626005974449	3	1	2	3.22175106511241
"134"	0.727592576306635	0.440360622032097	0.877458310188772	3	1	2	4.17896775012404
"135"	0.163910883148258	0.906051644236194	0.305556856765538	3	1	2	3.50586720707142
"136"	0.919071630790347	0.0356594314568757	0.0146046580838752	3	3	1	2.09486148727563
"137"	0.605714970831702	0.778373064168579	0.0295436038767896	3	3	1	3.18834206699239
"138"	0.0828952458744616	0.835584472611914	0.915701636547269	3	3	1	3.5452875563952
"139"	0.947344914906555	0.626719734867184	0.150885301245445	1	1	2	4.28683664874138
"140"	0.21435339858376	0.0436986645246729	0.0792120287660509	1	1	2	0.804452064081416
"141"	0.0573117196025258	0.641768190127303	0.488919617645557	1	1	2	1.74954812222679
"142"	0.751930953302409	0.406455146338515	0.209082491379691	3	2	1	2.42163269224746
"143"	0.436753172349806	0.595785316887576	0.289658904687881	3	2	1	2.69462783260571
"144"	0.122528659418386	0.577486836365827	0.388436950222923	3	2	1	3.0532568471033
"145"	0.450628912737478	0.128075690301894	0.690171122162913	2	2	3	2.47145865024633
"146"	0.068579497885097	0.825159521744713	0.960252109377495	2	2	3	4.46330099365257
"147"	0.824808735463676	0.881252355821845	0.820647337114622	2	2	3	4.4453647176678
"148"	0.401124979205499	0.875923338607759	0.0960052663540858	1	2	2	3.72676948218827
"149"	0.467125545574904	0.447256812909158	0.175207507592499	1	2	2	2.50125274130772
"150"	0.865304336572687	0.303759737040871	0.215681935815761	1	2	2	2.17418296555431
"151"	0.692255100804485	0.292232646204439	0.929230564475106	1	3	1	2.75140032534779
"152"	0.0192731183574156	0.76947026544561	0.871712185543054	1	3	1	3.02412676319646
"153"	0.926948026544127	0.0524447510237403	0.725152417405129	1	3	1	2.46207999509449
"154"	0.639966665709644	0.348162010674261	0.654295138086273	3	1	1	3.47589008578719
"155"	0.157806058810955	0.462039125979775	0.814006711112013	3	1	1	2.50029393327059
"156"	0.187909331005986	0.645669176082276	0.753545190107054	3	1	1	2.9911408534858
"157"	0.0897852285063745	0.958068861881915	0.939854107817267	3	2	2	6.00263421051386
"158"	0.377746453267281	0.68933623942926	0.785871450452962	3	2	2	5.14973603389346
"159"	0.57941137929447	0.720735812171673	0.339994707685194	3	2	2	3.38980050305528
"160"	0.22520858908854	0.483302090751053	0.692432271974897	1	3	2	2.67867979354708
"161"	0.527494989094083	0.504152312673582	0.111485690648817	1	3	2	3.34403539979328
"162"	0.659843577132388	0.66421231757677	0.241619567544901	1	3	2	4.36254061955278
"163"	0.434481920918772	0.650257721092023	0.412894219300928	2	1	3	3.46903054720069
"164"	0.291250850600018	0.110425552698197	0.368849037873363	2	1	3	0.965986143552631
"165"	0.92791871237856	0.492776801941893	0.64396520157885	2	1	3	5.13298262613344
"166"	0.637840431223819	0.222573500773352	0.103961761465963	2	3	1	2.23894146734894
"167"	0.269186793668426	0.880533947043098	0.0875833680922234	2	3	1	3.78472444620107
"168"	0.793332504105674	0.59553903458571	0.0252994027557886	2	3	1	4.31958526525215
"169"	0.0725119557392634	0.00639475121473273	0.438319960669442	2	3	2	0.277582816533885
"170"	0.716792910175835	0.332122631089325	0.546049594735428	2	3	2	3.0133833862279
"171"	0.455634648891534	0.985013636326371	0.310718816909134	2	3	2	4.85144505082266
"172"	0.768146255662964	0.282972840822221	0.989869295222754	1	3	3	2.65308390482383
"173"	0.371193583675281	0.732469581642453	0.445299775239057	1	3	3	4.01431678438855
"174"	0.407761663661258	0.270332129238127	0.496367447799716	1	3	3	2.24521991142257
"175"	0.350308235898545	0.564257276560651	0.806515972676146	2	1	2	3.76846227092397
"176"	0.344211328228545	0.240579886060139	0.133057260552398	2	1	2	1.51914714207654
"177"	0.251309642608473	0.706888718409809	0.765299981684183	2	1	2	3.44369207188519
"178"	0.499112860762434	0.797048099609207	0.910056127830305	3	3	3	3.80650776433984
"179"	0.2334054716788	0.43724897784112	0.932047718256298	3	3	3	2.35154568196498
"180"	0.618944328718094	0.717726079758579	0.480533800277583	3	3	3	4.68870401344499
"181"	0.754754619376826	0.624734580292608	0.580831744917956	3	1	3	4.82209145564016
"182"	0.423432530409852	0.0275613870011804	0.255953731984015	3	1	3	1.3641025134492
"183"	0.39481886798217	0.611857676895818	0.0183708945685929	3	1	3	1.63600796108024
"184"	0.0104167138737983	0.187722991482228	0.0812156666932559	3	2	3	0.393071419102875
"185"	0.910561942486782	0.967279061088683	0.960747137522026	3	2	3	3.57556733583513
"186"	0.984944705868623	0.33959403987629	0.144190822920567	3	2	3	2.9875293994611
"187"	0.481478890386858	0.0246105082563044	0.662762203285425	2	1	1	1.59120787887095
"188"	0.327862046748101	0.0866132651766141	0.668642579707214	2	1	1	1.4354687922863
"189"	0.702455131210571	0.853032777680912	0.751036140898151	2	1	1	4.26751634941415
"190"	0.402755674908949	0.903943540557161	0.506486373614336	2	2	1	4.01511210431249
"191"	0.803639667125902	0.290034331631398	0.832347295606325	2	2	1	3.98345551624138
"192"	0.156992408415349	0.1327651601233	0.854250986954013	2	2	1	2.71614634840804
"193"	0.667562485436828	0.920666972112003	0.820683955030953	2	3	3	4.7165068141929
"194"	0.691356407627923	0.588754356364478	0.60222337047144	2	3	3	4.23442414486331
"195"	0.275142444450017	0.959754409294369	0.276962902534891	2	3	3	4.41789424288369
"196"	0.603703778780376	0.0796717719956773	0.33715096937297	1	2	1	2.11823866033345
"197"	0.950819297291246	0.414094959316706	0.161033800176494	1	2	1	3.06389630951706
"198"	0.314175454721453	0.0625821123715996	0.542011306189966	1	2	1	1.84673069624487
"199"	0.865587926596219	0.926162345024447	0.702051359832425	2	2	2	3.54794752501485
"200"	0.0416120182159414	0.655015190988549	0.690022561015032	2	2	2	3.6933813970072
"201"	0.532870906195316	0.998055712552741	0.0576060063602334	2	2	2	3.23885421989314
"202"	0.078766001543651	0.836278450180903	0.896408880178322	1	1	3	1.9959603282264
"203"	0.458417983771658	0.474836923406218	0.640984684341001	1	1	3	3.14795966972567
"204"	0.523656880563516	0.300372195783658	0.871027060870633	1	1	3	3.17858709156404
"205"	0.21416787743097	0.537113865696607	0.116674518649593	1	2	3	1.78510991399485
"206"	0.712446979008454	0.122370564594382	0.422775526030886	1	2	3	2.73937632895811
"207"	0.128586093653683	0.523487360170686	0.785124432864702	1	2	3	3.18813461586461
"208"	0.919655879036765	0.501067165920603	0.327670626753343	1	1	1	5.02778714316565
"209"	0.0202819379506472	0.636079893671666	0.559996294015789	1	1	1	1.89461226285074
"210"	0.569723323490586	0.445023379360475	0.939886324242746	1	1	1	3.44492406042144
"211"	0.0545746823571576	0.676320603330056	0.00993740902121328	3	3	2	1.83390658335399
"212"	0.10546311845911	0.754759801764409	0.204400443466219	3	3	2	3.12910281949746
"213"	0.560064908134303	0.816515345014287	0.791155366801921	3	3	2	5.07107893125315
"214"	0.994789987181624	0.839915540066467	0.185081242810774	3	1	2	4.9130302522295
"215"	0.178049081522557	0.573861111208429	0.347819809175246	3	1	2	2.49882597053633
"216"	0.485191393856327	0.950329926574925	0.28757477460866	3	1	2	4.48126240804285
"217"	0.0269239609169969	0.751669462143593	0.622896082601567	3	3	1	4.05817930055606
"218"	0.854824794361506	0.784574934019834	0.969823608402002	3	3	1	3.49315942804911
"219"	0.169985151944544	0.0516757302929038	0.491179709523962	3	3	1	1.64897791873378
"220"	0.751908292660467	0.402283647939862	0.738585614130752	1	1	2	3.93792896041761
"221"	0.18973865171745	0.355683209423413	0.886941432809158	1	1	2	2.85927627937587
"222"	0.836481513573363	0.430553198889772	0.569585500445999	1	1	2	3.70788153508953
"223"	0.515687669371542	0.2511145222133	0.211752321973535	3	2	1	1.41949797809241
"224"	0.970939717433749	0.765449505730498	0.189790498540035	3	2	1	4.07827571143776
"225"	0.786169514255483	0.151203171436295	0.239152080868083	3	2	1	2.15426913593224
"226"	0.118539719856747	0.385324722345642	0.266153687616971	2	2	3	1.65062343970148
"227"	0.298479170253914	0.312359431767146	0.302770203074302	2	2	3	1.73772697588752
"228"	0.72948055595079	0.146536025316397	0.397554862356089	2	2	3	2.4984301858531
"229"	0.237589478285776	0.17934098796643	0.392634391968633	1	2	2	1.3225853226477
"230"	0.851428607794928	0.461635281581915	0.611806554300136	1	2	2	3.25381774267378
"231"	0.20618470360088	0.874959313003116	0.37862128881956	1	2	2	3.59025862783925
"232"	0.898269178768344	0.377588663649757	0.839670971156684	1	3	1	3.17450621716794
"233"	0.826599232927195	0.0406080893511068	0.710903236835068	1	3	1	2.43093473688968
"234"	0.879564799351135	0.211784351677461	0.919019505099888	1	3	1	2.41499281934537
"235"	0.367423765944823	0.803459259922858	0.463450892127038	3	1	1	3.96117418549378
"236"	0.949986165458405	0.20709207054676	0.523987883750786	3	1	1	5.28642341124691
"237"	0.647435904575374	0.514615233524783	0.981699841907593	3	1	1	3.0170578575589
"238"	0.546404029383543	0.552045861526427	0.224395842705336	3	2	2	2.40204757373497
"239"	0.663558803061828	0.896551390290605	0.0644979546231758	3	2	2	2.69551732210862
"240"	0.606057354841197	0.166801786857922	0.724253883683065	3	2	2	3.32229860464981
"241"	0.0939798456398241	0.359545422899019	0.768490429829668	1	3	2	1.95011192165346
"242"	0.583050728496739	0.693253395610408	0.0475256507555138	1	3	2	4.433184821508
"243"	0.141406211726092	0.690677071407	0.158021319051055	1	3	2	2.59653133969081
"244"	0.267719475773773	0.807158300325412	0.332563258086642	2	1	3	3.23749664298602
"245"	0.212612904375419	0.918415522349446	0.159218671487322	2	1	3	3.16376701949927
"246"	0.989669884868357	0.186053303771733	0.212994291015935	2	1	3	4.67984250316004
"247"	0.962984860593016	0.283535401247741	0.878514782738309	2	3	1	2.9852985742943
"248"	0.383990743525188	0.523462421528098	0.509024145254106	2	3	1	3.10578102011544
"249"	0.082347580484678	0.249219088139656	0.947440820254592	2	3	1	2.05266229270728
"250"	0.765633706092536	0.111301555410372	0.920368598466509	2	3	2	2.76104538771689
"251"	0.0324275438949742	0.213433053985491	0.735746937024948	2	3	2	1.57060506662827
"252"	0.224371645979031	0.67402018059367	0.400696853422962	2	3	2	3.17963339977162
"253"	0.840798088245922	0.14972457406686	0.771527148788956	1	3	3	2.75087758807971
"254"	0.788325367435054	0.961215650726018	0.311631951722558	1	3	3	6.59542144456032
"255"	0.803944959448949	0.699259864517062	0.87435817208578	1	3	3	3.91925691216845
"256"	0.439972034793485	0.172251568828353	0.678166588515411	2	1	2	2.25853267437996
"257"	0.146350029160349	0.3478275236162	0.341776851829095	2	1	2	1.50447059130467
"258"	0.700010015591864	0.309132367628339	0.518772675940353	2	1	2	3.3164833656502
"259"	0.618226168585228	0.907279878874873	0.4802334778511	3	3	3	5.84735475516568
"260"	0.463995468049644	0.173601750755844	0.30653491590379	3	3	3	1.72839337232213
"261"	0.318105853358169	0.465285963784144	0.201905520698975	3	3	3	1.86196698719637
"262"	0.914581551087192	0.881541006571763	0.584257183070467	3	1	3	6.29422535717611
"263"	0.764552408587877	0.939389963214642	0.0383578054089513	3	1	3	4.55874366554328
"264"	0.610756819004216	0.765168741647223	0.014685607302566	3	1	3	2.92697423355407
"265"	0.482560561544457	0.0935053685909988	0.854624413008468	3	2	3	3.145267367804
"266"	0.526707737939432	0.00433318840374273	0.927522983925164	3	2	3	3.02264140673694
"267"	0.167903216779922	0.992482321776657	0.0857493110938159	3	2	3	3.1093153735747
"268"	0.284176173660168	0.304540256765545	0.689249898902037	2	1	1	2.16303511780548
"269"	0.495186924304882	0.616624763985682	0.499178622794671	2	1	1	3.64934069575799
"270"	0.353745196273343	0.639086616912535	0.602698242245817	2	1	1	3.21229329668447
"271"	0.945562351802594	0.582773617580878	0.359332758272182	2	2	1	4.55050279137905
"272"	0.200701107943637	0.69044010477129	0.165281724147384	2	2	1	2.68835182302299
"273"	0.877083957643697	0.512134122208083	0.617586316388491	2	2	1	4.62090154500585
"274"	0.957061560698037	0.0812540894983635	0.551407527276257	2	3	3	3.02410840391752
"275"	0.0183180005025165	0.0224806213992889	0.234765746722711	2	3	3	0.123990282658532
"276"	0.174467275042754	0.815768565114496	0.0363210159969045	2	3	3	3.21408836461628
"277"	0.239532406470612	0.892984962700234	0.0540923123696336	1	2	1	3.02163204693376
"278"	0.869848273021893	0.132849494469594	0.0641157705377051	1	2	1	2.05877311189101
"279"	0.248582026421058	0.535521865529181	0.960463919510122	1	2	1	4.50285633315001
"280"	0.894761960068143	0.206759879230464	0.998686802202698	2	2	2	4.49569032063468
"281"	0.594047812713356	0.852251763685526	0.540946306534295	2	2	2	4.08745919336869
"282"	0.304183949584164	0.343972417043039	0.717197611160507	2	2	2	3.39980451046875
"283"	0.715516230534118	0.579561123756669	0.146719541607632	1	1	3	4.24312056643823
"284"	0.0877552519374194	0.0283916075024064	0.841974793824103	1	1	3	1.34257093504775
"285"	0.472601742020889	0.981552133230309	0.65251849862218	1	1	3	4.62573287282595
"286"	0.793412973241949	0.326727123810323	0.248438382443661	1	2	3	2.78165107829684
"287"	0.976299774315622	0.0552818027589424	0.569682825704531	1	2	3	3.29736779720127
"288"	0.540263697482002	0.145221972901282	0.609934862340904	1	2	3	2.93342894054069
"289"	0.37552437304956	0.559141052027382	0.484955830197712	1	1	1	3.00238316173475
"290"	0.904605363785968	0.428750826088988	0.287187172970907	1	1	1	4.6985128458457
"291"	0.411052918389302	0.543391708942866	0.376054020770998	1	1	1	3.03703819525933
"292"	0.154859142501574	0.831790966091011	0.228869475907198	3	3	2	3.76254351416939
"293"	0.038224847363538	0.664351124172731	0.710775526223221	3	3	2	3.44459537127744
"294"	0.63431353087215	0.447572557218258	0.6586173849646	3	3	2	3.50145135387723
"295"	0.426807330125069	0.267331481339226	0.415125979265819	3	1	2	2.23559875435197
"296"	0.361809277254513	0.739821248213519	0.903087187647521	3	1	2	4.16966709611277
"297"	0.568161670265167	0.93137013573303	0.0119348654414263	3	1	2	3.73585675280499
"298"	0.448219848785227	0.0377278284681386	0.637068065961271	3	3	1	1.99705459635701
"299"	0.555406261646522	0.497920537600294	0.758458229353835	3	3	1	3.30135052324215
"300"	0.331472866590721	0.237113306189623	0.796374377412262	3	3	1	2.21874723586904
"301"	0.516696075609897	0.375235538484161	0.790020406453146	1	1	2	3.76941787014758
"302"	0.726389685300765	0.400741275238954	0.189508959918317	1	1	2	3.58700724271287
"303"	0.00833366232935661	0.752128350853138	0.461895434030642	1	1	2	1.82869191792493
"304"	0.05454911875688	0.60248146192918	0.385611105960345	3	2	1	3.12592560562149
"305"	0.858931415990271	0.470668429753134	0.428699826631971	3	2	1	4.0812574975867
"306"	0.730213788435737	0.108912781691524	0.443573116166747	3	2	1	2.66375396988921
"307"	0.685445325840035	0.287717215803072	0.987436373278292	2	2	3	4.06906199216719
"308"	0.280976505401073	0.774890372638855	0.103616567012383	2	2	3	2.75232080150845
"309"	0.189632752415851	0.419636836140359	0.749734097502459	2	2	3	3.33147139780678
"310"	0.931353406167164	0.842738423404502	0.829777435301861	1	2	2	3.74461920211075
"311"	0.654932947631028	0.436504577185936	0.267591989018529	1	2	2	2.74701883657026
"312"	0.405561726511583	0.621689544976286	0.347664057317385	1	2	2	3.19792014071396
"313"	0.0619699808360756	0.868138912099379	0.968779125219257	1	3	1	3.35914789642102
"314"	0.831939775812911	0.710958293242449	0.45648804361886	1	3	1	5.11804073590779
"315"	0.671155381332623	0.365009759785607	0.0882148473368337	1	3	1	2.95957278974211
"316"	0.342323831673482	0.0676085809475662	0.900857345523014	3	1	1	1.8184852238261
"317"	0.108353494312959	0.717295879216428	0.113028340610779	3	1	1	2.20366752090681
"318"	0.563949702664014	0.387407155075099	0.81119665085844	3	1	1	3.06201010428244
"319"	0.588508718770664	0.481624693698882	0.180021926119671	3	2	2	2.0582800052003
"320"	0.825730299344286	0.2293886483279	0.12785666267514	3	2	2	1.70116213198966
"321"	0.133918872594626	0.969533199312188	0.700551976774601	3	2	2	5.41102888596361
"322"	0.74442836428981	0.791795192424346	0.277892081066966	1	3	2	4.90176058860892
"323"	0.117409529954908	0.65162921289304	0.562854013316632	1	3	2	2.51629215089063
"324"	0.65367331435145	0.784608363961502	0.815398709348368	1	3	2	5.16816746883279
"325"	0.00984242341745599	0.751134735414252	0.564254471394061	2	1	3	2.45890581215963
"326"	0.93276022054416	0.017704418219373	0.198812697850237	2	1	3	3.54535643119143
"327"	0.023702160725485	0.237571801737319	0.935248250426311	2	1	3	1.64460149661589
"328"	0.893889429260413	0.415104485809642	0.477938104314546	2	3	1	4.42591314887207
"329"	0.277946749664728	0.277118194164179	0.320709935061772	2	3	1	1.55103964313324
