"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"x9"	"z1"	"z2"	"z3"	"z4"	"z5"	"z6"	"z7"	"z8"	"z9"	"ry"
0.954416773863057	0.796673394082904	0.146346821743459	0.900651752970621	0.547274906279203	0.50141570337542	0.797139118211928	0.575433460473505	0.132527567683155	2	3	2	2	2	1	1	3	1	9.09771300651407
0.704275640816053	0.525369174640133	0.637429549845088	0.408523477805272	0.230720401263873	0.834172434896112	0.00675242420529665	0.699991686123706	0.511099340140549	1	3	3	2	2	3	1	3	3	10.1111006197454
0.25073987105872	0.164974425183447	0.683353829434533	0.481600536458954	0.885353444095371	0.914619724631488	0.0666221483141881	0.0613717828457671	0.736963589073403	2	2	3	2	3	1	1	3	3	10.0936881425263
0.958055771898031	0.950413103196375	0.568667236381799	0.262448405446553	0.994904584726966	0.520156405795148	0.792770628001686	0.284362405150946	0.728597244137701	2	3	3	2	2	2	1	3	1	14.723309566292
0.20288909049488	0.730216795118261	0.540558917407375	0.561861714030209	0.484084341983544	0.58737800318236	0.37195857009591	0.669166207556872	0.509676451722185	2	3	3	1	1	1	1	3	3	10.4939644287082
0.869617985690982	0.457002486137131	0.735686284849414	0.509108184879484	0.421740922286228	0.975069549104468	0.0129221313049523	0.450946175059352	0.44331176287328	2	3	2	2	2	1	1	1	3	11.4790799478122
0.580283277409275	0.294801861219904	0.552443856946735	0.466487634703359	0.313783321993786	0.872912212766654	0.398142918370214	0.165078935417189	0.118087242068296	2	1	3	2	1	1	1	3	3	9.46058454155817
0.0583010930016038	0.0678738877576704	0.989106458417341	0.805460438929763	0.263630776974275	0.0232456069234913	0.642378292320589	0.427453566378966	0.509065726047849	2	3	3	3	2	1	1	3	1	7.2993300194241
0.944709958702346	0.0737604669115261	0.792608872304653	0.621653046100505	0.630750178348164	0.490949665998721	0.883188505263371	0.0678702193561916	0.351092956952489	1	3	3	1	2	1	1	3	3	10.4677723894114
0.252893527480375	0.730658104741548	0.94388055746803	0.96312511275778	0.231664195138429	0.709554133864736	0.392583779803692	0.32911875578762	0.924770782515707	2	3	3	2	2	3	2	3	3	10.6120860544157
0.410934576958616	0.166531137680587	0.247172179408628	0.904808111795865	0.821225610387711	0.721603018576198	0.992344970090498	0.79381054698474	0.599169202741939	1	3	3	2	3	1	1	3	3	9.07977310439414
0.738179648976669	0.810852864305619	0.207199923997383	0.33483825125701	0.473721300771123	0.0990502799529849	0.8887928393754	0.430287291349873	0.531764508653648	2	1	3	2	2	1	3	3	3	8.00919731932156
0.522475356889713	0.0313348095106148	0.766527203436339	0.19521573973833	0.429601551321368	0.882235908081531	0.260098095856886	0.0462032008462449	0.570222340080088	2	3	1	1	2	1	1	3	3	8.01145261982065
0.0615711293108579	0.294395402830066	0.563597869365563	0.322936457381316	0.217487943118484	0.12372777976702	0.799245158571277	0.369197645277992	0.915172136236728	2	3	3	2	2	1	3	1	3	6.57164943712969
0.595181571887043	0.888934156738029	0.243856314656205	0.887898399018068	0.807672972910784	0.491489647809694	0.694406644356787	0.622600881211172	0.836682586037932	1	3	3	2	2	1	1	3	2	11.9019983799025
0.168042444305167	0.322676225196297	0.672063430913653	0.404437187337947	0.834772451489979	0.515049183235982	0.158161670412355	0.13141191410115	0.01496914591647	2	3	3	3	2	1	1	3	3	8.00134776191266
0.382482822952223	0.932854990193858	0.0836501224602408	0.906127941893004	0.151758530855913	0.468234911649694	0.756499947601163	0.193528354603554	0.699821234541615	2	3	3	1	2	1	1	3	1	8.31515593624851
0.118293862894757	0.879258103587223	0.92391099783133	0.7634429581104	0.870076743767514	0.00892664275946619	0.104088762197441	0.276634593093067	0.549792937812737	2	2	3	2	2	1	1	3	1	9.10007761403606
0.742274879187244	0.574235131799983	0.0877690728914349	0.614151105589572	0.741115122042275	0.346413689003544	0.673692292304237	0.23115541209623	0.50546316129435	2	3	3	2	2	1	1	2	1	9.55891509288951
0.290958011619733	0.659327556033862	0.176267276922694	0.614632332491118	0.78905327539892	0.509566750824991	0.38814786176482	0.330529972448153	0.733155033604233	2	2	3	2	2	3	1	3	3	9.86483339252856
0.167814476961566	0.514129836617407	0.166498093292199	0.127867369843495	0.912890451823912	0.0553055954106399	0.997284842802677	0.935209737778502	0.723641671401749	2	3	3	2	1	1	2	3	3	8.28373942661608
0.0287643282400695	0.367675570142681	0.98332118113288	0.853774657064169	0.639226334842283	0.891557119736478	0.643557807492432	0.548594482958977	0.541975115106004	2	3	3	1	2	1	2	3	3	10.5796635869862
0.213121952675077	0.992904949285155	0.840574275122793	0.539335415876875	0.545558358326185	0.979301335032296	0.810276939210151	0.593861220075529	0.759155951775108	2	3	1	2	2	1	1	2	3	10.9445241599423
0.233431299811572	0.482414816756261	0.334242909896612	0.988734991217081	0.535055348272736	0.897798953223408	0.00711351388094033	0.266380144632368	0.365727587489935	3	3	2	2	2	1	1	3	3	5.78779334635353
0.0099628273647655	0.583650897507297	0.383374048744363	0.51524791981021	0.159545995010867	0.382932989242449	0.968188014557923	0.484260579834702	0.47020115016588	2	2	3	3	2	1	1	3	3	7.04914896403666
0.607137608978085	0.0416258043807672	0.958237038163749	0.357969898317376	0.606640375478814	0.6295383549304	0.465116975577993	0.367442251327028	0.91423151346678	2	3	2	2	2	1	1	3	3	12.9412085039839
0.242401509046038	0.768149929596308	0.100183135446807	0.666393167461577	0.915657806201431	0.13509046399236	0.784390944854577	0.0379790604864351	0.422727094686098	2	3	2	2	2	1	2	3	3	8.95414786441907
0.527770330383505	0.0311030699563547	0.70577214307673	0.307688489466566	0.439386046102436	0.979685274296415	0.307595634719692	0.234382364599409	0.210512348787481	2	3	3	2	3	1	2	3	3	9.33350268700595
0.278928715351562	0.677143594703229	0.0171432685072121	0.564673159405549	0.941318705182575	0.607903040716142	0.371576577229103	0.181935412716738	0.978772714021817	2	3	3	3	1	1	1	3	3	9.70994808618554
0.715141389845138	0.458381509248438	0.428166301551601	0.465498482077603	0.0906818041299172	0.715310026336275	0.87298876337712	0.891381182593791	0.48608194356507	2	3	3	2	1	1	1	2	3	11.604964863074
0.930886438359175	0.522234111801377	0.451324689712433	0.3983946780312	0.409626133134858	0.770934273029168	0.915653644288107	0.565653170527806	0.939924112337218	3	3	3	2	2	1	1	3	3	12.3819777001188
0.565109919921122	0.455039316411289	0.291776084562773	0.813732390613253	0.210861466167244	0.965986643351438	0.131482322893549	0.118271657645612	0.530538292848245	2	1	3	1	2	1	1	3	3	7.71964821908979
0.546465774921807	0.119448930882113	0.446660506116656	0.205390680409645	0.516653166524773	0.214085482961323	0.95876024521383	0.00489756358733572	0.422785993974383	2	3	3	2	1	1	3	3	3	8.15429872451165
0.629853490091239	0.203972967597783	0.786938440039573	0.514449361251603	0.73897037186564	0.424898646153143	0.886570411465326	0.685627085830969	0.942235049378884	2	2	3	2	2	1	1	3	2	12.4356503880302
0.324337102454033	0.376029525346683	0.592919744291547	0.0555220103282843	0.942384774327313	0.936740384510484	0.580876656016456	0.221426708599257	0.256700461340394	2	3	1	2	3	1	1	3	3	7.94179651243959
0.548799870347922	0.256008956084476	0.74741138111383	0.0971742717171551	0.78254904257239	0.563358777894806	0.408547971899236	0.145429642028547	0.47182117213896	2	3	3	2	2	1	2	3	1	9.84064563717343
0.910457654266327	0.816419524396459	0.228467904261824	0.787388979397961	0.477803579371421	0.895792885280178	0.404109214642171	0.222168481048331	0.280045719088992	2	1	3	2	2	2	1	3	3	8.47079940096353
0.944498066817419	0.0559276425255215	0.976142230738826	0.397944830215205	0.930357826403788	0.487808843153836	0.857406248451712	0.678934789196812	0.769585006419312	2	2	2	2	2	1	1	3	3	14.6272875957945
0.603946245744269	0.120526139856218	0.104679582533287	0.457761209203599	0.52616559070534	0.25945722366966	0.384535700598867	0.303487478495827	0.970026241807731	2	3	3	3	3	1	1	3	3	8.30543433047474
0.647272346154559	0.943339505303715	0.00577764384121006	0.44904692409759	0.703851725699185	0.168195353699945	0.843777409863615	0.152223334746085	0.866476655705362	2	3	3	2	2	3	1	1	3	9.78575188564354
0.0305013857773938	0.91181488662004	0.0603263676139328	0.356860755319751	0.989547080119029	0.884185076494245	0.915514167048868	0.903300827996127	0.818354999323849	2	3	3	2	2	2	2	3	3	12.5610473153564
0.71352800384283	0.642613063021991	0.556470346725882	0.148922679476617	0.127968357982889	0.923887678076993	0.829206740836844	0.283309880755441	0.979286158576327	3	3	3	2	3	1	1	3	3	9.77170076385005
0.662257510563368	0.963692793301029	0.788628401484374	0.68265543518585	0.177228381549993	0.28051820805541	0.201163489513889	0.0623474792679269	0.88095726116752	2	3	3	1	2	1	1	1	3	8.46223948992622
0.0981349384485202	0.680769914760511	0.175619850927925	0.115134331287028	0.626920549934123	0.299594862418109	0.805194085832604	0.735202739629585	0.234220061253687	3	3	3	2	2	1	3	3	3	8.14364981492792
0.173665061295591	0.560598047207986	0.870544553185413	0.253584003418467	0.821019985071423	0.00955038615362125	0.429249160649553	0.305041764891805	0.37911880113733	2	3	3	2	1	1	1	3	2	8.79228782391172
0.542780927601649	0.363008930038282	0.265933585495168	0.132576342743947	0.585380350988671	0.404971811206937	0.235752891563404	0.0589610595593903	0.317452414475452	2	3	3	2	2	1	1	2	3	5.94758945516103
0.00069197676235056	0.500221793689412	0.304313968233383	0.212808695515907	0.814449874489592	0.403193018101892	0.942214988427609	0.0510232171546795	0.72374751899241	2	3	3	2	3	1	1	3	3	6.61893774832858
0.677833242882285	0.867645978117419	0.889390500705637	0.371213410283667	0.365544839018792	0.878546320989835	0.246545440226786	0.950385369888353	0.238810361927345	2	2	1	2	2	1	1	3	3	12.7407477804063
0.140301335166401	0.00311683216921693	0.439808019847375	0.647564978831954	0.555833849185341	0.459881794626866	0.263366377682163	0.0793058931841882	0.169575456780525	2	3	3	2	2	1	2	2	3	6.32617237151057
0.645166777851527	0.851731948245364	0.508033124747415	0.717841234493923	0.889102215670522	0.483983213871105	0.93939106587968	0.876844711721361	0.788316110491654	2	3	3	3	2	1	2	3	3	13.76153796134
0.686029374589083	0.898881569594851	0.464220395886166	0.542300210343966	0.564953034612802	5.00687068365263e-05	0.242668730381112	0.535518757736765	0.62701485751457	3	2	3	2	2	1	1	3	3	9.66153248754541
0.787448451596499	0.209511354630834	0.523672787614341	0.749970581743499	0.464366134108427	0.461293338595947	0.612942970333905	0.377666105873846	0.588966463331831	2	2	3	2	2	1	1	1	3	11.395514339436
0.506188800103101	0.292061393003523	0.360173638218377	0.790631252680737	0.252144100189681	0.166697899768835	0.589067365098757	0.911354082404	0.0124376432636162	2	1	3	3	2	1	1	3	3	8.18049166107584
0.775018812168782	0.617100736019902	0.962462317538836	0.88961054950235	0.485452247666671	0.532725177161271	0.897825275505384	0.103364517121333	0.63741453124108	2	3	3	2	2	2	3	3	3	12.8823945520898
0.465750096298041	0.770276075006474	0.497785465523669	0.0711889790267746	0.844225150263283	0.72011084551011	0.883719729359625	0.83059156319828	0.598509573943865	2	2	3	2	2	1	2	3	3	13.0858414780746
0.464880751919263	0.460086677972517	0.631182842322996	0.32019202736952	0.413973294330442	0.903732043177245	0.57116359104171	0.0284174118397988	0.280444955980413	2	3	3	2	1	2	1	3	3	11.1046257573886
0.376043747578653	0.0587857138415402	0.793436394432943	0.752003969196322	0.606772792657933	0.0699916728832196	0.598841251414038	0.129123618925622	0.788568143718012	2	1	3	2	2	1	1	3	1	9.24450158391722
0.655760847887202	0.720366201568584	0.218075925207228	0.843798273664987	0.953438647079926	0.679160909164545	0.473341638440973	0.544709320707657	0.358724629424198	2	1	3	2	2	1	1	3	2	10.610806820797
0.924846669259032	0.594314765429411	0.404665981988491	0.826622010475777	0.107023962780788	0.863377794257906	0.942611164358955	0.0122114414037764	0.485811953588185	2	3	3	2	2	3	1	3	2	8.79568070917249
0.894892273895066	0.380888332178912	0.775240969268184	0.312494370085505	0.271622432159756	0.532412356267807	0.814036108696576	0.101118046748392	0.814851059108735	2	3	3	3	2	1	3	3	3	9.37760515194763
0.492142035314831	0.300835908197153	0.181680404250982	0.331954967842829	0.379429428742378	0.558132486486202	0.059946737746487	0.5940533384768	0.00936507571276454	2	3	2	2	3	1	1	3	3	5.68691152736075
0.0576427326879669	0.702756376247672	0.726396283070669	0.202766268217342	0.298838005077753	0.0455231557787028	0.0566778434846939	0.126060630278793	0.934257053464629	2	3	3	3	2	3	1	3	3	8.73383206017106
0.396398960315049	0.198349859306204	0.364932365421328	0.17023582722085	0.40237136880782	0.396384433575978	0.42187397804871	0.0518487998872917	0.951202142281433	2	3	3	1	2	3	1	3	3	8.32388669527271
0.375745481501532	0.200521206429683	0.756838239379017	0.0698358906050175	0.670940701713618	0.085454809077761	0.959786348416718	0.545031995556313	0.665371230376757	2	2	3	2	2	1	1	2	3	9.67519185282146
0.820730748955517	0.419036767998925	0.616792870694697	0.725606696349875	0.0347328163577994	0.885356427258912	0.985605686106209	0.499463726129651	0.725601832499843	2	3	3	2	3	1	3	3	3	12.6827564629903
0.630162018591126	0.28789367630994	0.0544505209419123	0.0733936377730737	0.155218936946569	0.860561092655576	0.825444419679405	0.197491903680562	0.842955409824876	1	1	3	2	2	1	1	3	3	7.45931605245362
0.605596258332882	0.658109083780672	0.260197979837579	0.608406445474011	0.909528216066703	0.907172733019276	0.629887118277335	0.996507227243951	0.774156584166054	1	3	1	2	2	1	1	3	3	14.8812431086207
0.388972512402577	0.927494901649915	0.229067889726732	0.755936831501908	0.348826255763478	0.8561911603684	0.0963403040504328	0.199896380985163	0.850096697716794	1	3	3	2	2	1	1	3	3	8.46174396300383
0.828271514515386	0.214599417447424	0.647078408578471	0.324116988669843	0.032802245486672	0.224655659937886	0.599279564914948	0.824229295552778	0.221381319626608	2	1	3	2	2	1	1	3	3	10.34494266851
0.651441062778324	0.778676978289059	0.597774746297888	0.94357275290494	0.895167636379814	0.49892337741869	0.584385243350268	0.0896094044373933	0.301693249312995	2	3	2	1	2	1	1	3	3	9.84863073203175
0.992749879736555	0.787065110930158	0.5473527481769	0.456978359473546	0.335577142196333	0.538065258957996	0.896959892526009	0.992342196607601	0.225363303291539	1	3	3	2	2	1	1	2	3	11.2379421598346
0.989530870462736	0.100726806323945	0.506287015223485	0.860901496230979	0.570323855482082	0.904755363528011	0.672895465823417	0.557893100507392	0.233617320354474	2	3	1	2	2	1	1	3	3	11.5236106066666
0.920346849707232	0.38996854378722	0.913486471334617	0.763559365282148	0.665553404914024	0.649152834350833	0.638096143811731	0.96577331387701	0.247266372543404	2	3	3	2	2	3	1	3	3	14.0036964869023
0.909696076949971	0.778497674610987	0.386019050960536	0.56386958295315	0.929233462756778	0.398791357636586	0.847853162615399	0.981820999365733	0.773014920206477	2	3	3	2	2	1	3	3	3	14.5775722718265
0.0448169867212246	0.93316628993645	0.599150822216397	0.348977176251034	0.492870429888473	0.335630637869148	0.831027154990516	0.100666399214298	0.4585666656673	2	3	3	2	1	1	1	1	3	7.82815437147929
0.0634850021854845	0.789179623184792	0.938434980873885	0.910114788149773	0.572287575618643	0.950105771759478	0.390073850294985	0.792509086055093	0.0658046123143956	3	3	1	2	2	1	1	3	3	11.4129213930835
0.922219093374613	0.485286867808656	0.331017013334141	0.834365582113185	0.856804665538633	0.226939270529458	0.321839957969401	0.548877637282527	0.643143581838159	2	1	3	2	3	1	1	3	3	12.6405593670758
0.166111272425992	0.543485670667983	0.968234483481889	0.88906123407358	0.443335646832632	0.898001125411197	0.661880030955951	0.342265199805947	0.760644924122845	1	3	3	2	1	1	1	3	3	12.7015377955792
0.0244387376169682	0.867036907503348	0.155776190538543	0.82986810838393	0.588076114501426	0.778919089481223	0.17923846247898	0.776376542714398	0.125960986044865	3	3	3	2	2	1	1	1	3	9.15176330479211
0.370193629047769	0.44949072590803	0.688523225855178	0.283365967013486	0.356127762395405	0.913353582858842	0.210570941770098	0.27495696829517	0.348334897841481	2	3	3	2	2	1	3	3	2	9.54421801222043
0.156238525807056	0.373679302105577	0.37137462809223	0.507385949121908	0.285580203693379	0.814943709866901	0.639697510646378	0.806474112831512	0.964456309566919	1	3	3	2	2	1	3	3	3	9.42719945636302
0.993679012328576	0.0165842198680771	0.953291897937411	0.493666963400847	0.706435351578702	0.695484466506888	0.178326940377626	0.82968682227013	0.522158298605921	3	3	3	2	2	1	2	3	3	14.7678617377894
0.466428257683949	0.532844292826477	0.938084093987629	0.184338429955609	0.0641249934689171	0.358571286723738	0.415606237287799	0.385000506402419	0.713272709749908	2	3	1	2	2	1	2	3	3	9.51763749591163
0.143391792076881	0.635073819127828	0.853874995515954	0.629474143522747	0.703126933496521	0.0985854272312729	0.309340153043232	0.281615318824479	0.0812619755862604	2	3	3	2	2	2	1	3	2	8.59227399864594
0.367954537088252	0.936169371799738	0.700629005240798	0.832096217989593	0.0709868210282879	0.0879451208258202	0.658167115661535	0.0744567505247313	0.0281772579654997	3	3	3	2	2	1	1	3	2	7.77924133386496
0.232217457954463	0.498947293244777	0.998747161730896	0.970607736614784	0.406797098362459	0.956528597715177	0.284173825272322	0.162329121142475	0.840615357184958	2	3	3	2	2	1	1	1	2	12.2695553518069
0.45363649704138	0.0859879147343498	0.777854061838759	0.688667651037169	0.327589270935365	0.0771864440705734	0.158784247709783	0.652527526040486	0.438681168430949	2	3	1	2	2	1	1	1	3	9.38368389628702
0.656429470126537	0.543568132020057	0.0391467588777942	0.941490794853928	0.139333079079557	0.102089688609981	0.108421309611442	0.554167729684885	0.951136052185354	2	3	3	3	2	1	1	3	2	7.69822158057902
0.104284231284578	0.8124364009167	0.421823528699506	0.994156459751025	0.839579487295277	0.517808265398557	0.325121126837337	0.533132211956282	0.20286791302283	3	3	3	2	2	3	1	3	3	7.91219307377645
0.861437068046673	0.890225513564934	0.68869011994339	0.40760060038335	0.968577750118228	0.936556773854443	0.354648820955792	0.0938637411290328	0.396923622842358	2	3	3	2	2	1	2	3	3	13.0795759979777
0.838797370045578	0.817486431912864	0.113349097971697	0.486621143305812	0.163830379358365	0.582395589955268	0.626132828161671	0.276676823819587	0.117414975689824	2	2	3	2	1	1	1	3	3	6.6196454750582
0.512092875359418	0.757152326948426	0.320368942810596	0.200337576674633	0.981855620187881	0.662884705372423	0.806796676028251	0.463952721758279	0.540549621155637	2	3	3	2	1	3	1	3	3	10.677202438291
0.412886614394093	0.926905821810097	0.0741917513614821	0.665113610893714	0.706929719551371	0.433010993494134	0.201691983614598	0.6968504615774	0.785904406921752	2	3	3	2	3	2	1	3	3	9.26307746023905
0.951545382972929	0.702400200104	0.901467093161895	0.425917893523777	0.504458607890408	0.535391142596471	0.564530352238732	0.512758440077825	0.534785433324051	1	2	3	2	2	1	1	3	3	12.1907017310786
0.879365223987024	0.634730993905032	0.742668255129693	0.590212666664291	0.701703984480584	0.339785098435168	0.763374508191607	0.899046371009282	0.0356173905678858	2	3	3	2	2	2	1	2	3	13.798520498363
0.245822154579625	0.386991298983073	0.399969936212015	0.886439645458924	0.235654093498007	0.508485041754489	0.15097237956746	0.336858028285737	0.167389641986824	2	3	3	2	2	3	3	3	3	5.09755966726432
0.566738741581451	0.864583595009757	0.993556329714659	0.270088919338171	0.56191372669817	0.635447092595207	0.463406198079799	0.573237968066506	0.0299924788192677	2	2	3	2	2	1	3	3	3	9.58020304892788
0.171208287314535	0.401972910198171	0.233585591311229	0.180324578456736	0.131449685526117	0.149311610108714	0.795037337112746	0.674634646567938	0.650448800306243	2	3	2	2	2	1	1	3	2	6.08531308510641
0.738285313183774	0.35400078685219	0.857131895470292	0.734788357806208	0.604560852948438	0.955936766822855	0.0796864152260005	0.833258922271551	0.410831521890183	2	3	3	2	2	3	1	3	1	12.0775280870277
0.0199780404305682	0.0198207292910062	0.167419431704572	0.408037977530235	0.598850680210135	0.418983033214492	0.846919929103615	0.696413297705443	0.244900857054586	1	3	3	2	2	1	1	3	1	7.10678547605345
0.59991711109697	0.0015355590600668	0.273880726069243	0.694008362601051	0.581405932273132	0.949614806769527	0.373810874709392	0.374465612610552	0.0989248744250393	3	1	3	2	2	1	1	3	3	7.06368123489923
0.983429795351001	0.555587685647733	0.606313423222095	0.520936110843389	0.70805525978719	0.596118908432861	0.850048102362673	0.963572719051682	0.699620467856713	1	3	2	2	2	1	1	3	3	13.6006824643508
0.091238228362779	0.434904019298914	0.0318008387829992	0.642914538516787	0.899322071756759	0.142539856660003	0.21842787257462	0.604924935232802	0.324294039380425	2	3	3	1	2	1	1	3	3	7.77409976575775
0.685400957527254	0.800345552872203	0.267617633818905	0.252562845352226	0.487380402983262	0.34166360208512	0.354523248329766	0.659655752797791	0.957002693385894	2	3	3	3	2	1	1	2	3	10.7872253740731
0.942061461040259	0.623494825019629	0.826565252348317	0.24810642064638	0.403992450883709	0.637701690313531	0.199711015476955	0.447835726818856	0.143115733122398	2	1	3	2	2	3	1	3	3	9.55090123871581
0.877176541731234	0.324861621005807	0.895794967300245	0.875581404905077	0.315943050209258	0.115108819122095	0.273262900530197	0.0989585817921972	0.177893661807611	2	3	1	2	1	1	1	3	3	9.55212293363721
0.723339212941434	0.545721251747514	0.944066953170015	0.17740695224584	0.837546337265693	0.0263774645233752	0.487801260081176	0.173672659107793	0.100269319297353	2	2	3	2	2	1	1	3	3	9.93164296565214
0.693315002931351	0.969075709637835	0.355704172237201	0.120228602844899	0.890721643416115	0.429590748031894	0.586625825684912	0.601958847709639	0.930324570932307	2	3	3	2	2	1	1	3	1	13.4602243009263
0.268259867547745	0.637420965220405	0.180508810606266	0.165493610578706	0.168855537325067	0.16152312388873	0.240105496322569	0.0882739380550605	0.231672370523848	2	2	3	1	2	1	1	3	3	3.70826502954159
0.740014803339482	0.924437186306192	0.491301711602061	0.100154898077711	0.94403852415039	0.722997342661641	0.199788960595552	0.929276941058022	0.994638709996469	2	3	3	2	2	1	1	3	2	15.2520076265436
0.336524118379757	0.343188678799441	0.280185559598508	0.131993412433323	0.970631553988973	0.471855141215817	0.24622063137416	0.775436736209225	0.0535917438366467	2	3	2	2	2	3	1	3	3	8.34866922854843
0.558425082387391	0.479242358706073	0.717050155144477	0.655760318485607	0.293231702068595	0.894888060648424	0.260153342518237	0.814739513557271	0.592779867579982	2	3	3	2	2	1	2	1	3	12.6453841198641
0.751337119728017	0.067377572211719	0.20692740144555	0.953203994798369	0.778876732187241	0.289398657303857	0.955359744782757	0.138488322767512	0.214961546615745	2	1	2	2	2	1	1	3	3	7.92189785483722
0.780854364486321	0.098312424116909	0.628672390913773	0.975731479403421	0.240195678497769	0.154340797203956	0.593440392982888	0.252813223252864	0.766655841433424	3	3	3	2	2	1	1	3	1	9.26998187203412
0.118669043076592	0.638218347009325	0.49876403456872	0.396177412435036	0.576633677915506	0.146286100777181	0.152579898454763	0.426461417960046	0.069950580149775	2	3	3	1	2	1	3	3	3	6.19459083925611
